STCODE,ENTITY,SITECODE,WATERYEAR,DATE_TIME,LABNO,TYPE,Q_AREA_CM,QCODE,PH,PHCODE,COND,CONDCODE,ALK,ALKCODE,SSED,SSEDCODE,SI,SICODE,UTP,UTPCODE,TDP,TDPCODE,PARTP,PARTPCODE,PO4P,PO4PCODE,UTN,UTNCODE,TDN,TDNCODE,DON,DONCODE,PARTN,PARTNCODE,UTKN,UTKNCODE,TKN,TKNCODE,NH3N,NH3NCODE,NO3N,NO3NCODE,NA,NACODE,K,KCODE,CA,CACODE,MG,MGCODE,SO4S,SO4SCODE,CL,CLCODE,DOC,DOCCODE,PVOL,PVOLCODE,ANCA,ANCACODE
CF002,1,"GSLOOK",2009,2009-06-08 17:50:00,4585,F,6.09,A,7.5,A,27.8,A,15.29,A,1.83,A,6.79,A,0.024,A,0.022,A,0.002,D,0.006,A,0.06,A,0.05,A,0.05,D*,0.01,D,,N,,N,0.004,*,0.001,*,1.79,A,0.41,A,2.75,A,0.77,A,0.07,A,0.55,A,0.80,A,7.003,A,1.13,D*
CF002,1,"GSLOOK",2009,2009-06-30 13:10:00,4596,F,3.22,A,7.6,A,33.4,A,18.71,A,2.45,A,8.11,A,0.026,A,0.023,A,0.003,D,0.008,A,0.08,A,0.05,A,0.05,D*,0.03,D,,N,,N,0.002,*,0.001,*,2.17,A,0.48,A,3.26,A,0.87,A,0.07,A,0.63,A,0.87,A,7.681,A,1.16,D*
CF002,1,"GSLOOK",2009,2009-07-21 14:55:00,4607,F,1.77,A,7.6,A,36.8,A,19.46,A,1.77,A,8.58,A,0.026,A,0.024,A,0.002,D,0.010,A,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.001,*,0.001,*,2.39,A,0.53,A,3.57,A,0.93,A,0.07,A,0.71,A,1.03,A,7.588,A,1.11,D*
CF002,1,"GSLOOK",2009,2009-08-10 11:00:00,4618,F,1.10,A,7.6,A,39.1,A,20.92,A,1.54,A,8.96,A,0.031,A,0.023,A,0.008,D,0.009,A,0.05,A,0.03,A,0.03,D*,0.02,D,,N,,N,0.000,*,0.000,*,2.57,A,0.60,A,3.76,A,0.96,A,0.07,A,0.71,A,1.20,A,7.188,A,1.13,D*
CF002,1,"GSLOOK",2009,2009-09-02 11:00:00,4629,F,1.01,A,7.6,A,39.3,A,20.42,A,1.28,A,8.81,A,0.029,A,0.026,A,0.003,D,0.010,A,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.002,*,0.000,*,2.55,A,0.58,A,3.80,A,0.97,A,0.07,A,0.75,A,0.95,A,8.006,A,1.10,D*
CF002,1,"GSLOOK",2009,2009-09-23 11:45:00,4641,F,0.85,A,7.6,A,40.6,A,20.75,A,1.14,A,8.69,A,0.025,A,0.026,A,0.000,D,0.011,A,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.001,*,0.000,*,2.54,A,0.56,A,3.91,A,1.12,A,0.08,A,0.85,A,1.04,A,7.282,A,1.08,D*
CF002,1,"GSLOOK",2010,2009-10-14 10:27:00,4652,F,0.82,A,7.6,A,39.6,A,20.25,A,0.88,A,8.42,A,0.024,A,0.025,A,0.000,D,0.011,A,0.03,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.012,A,0.001,*,2.49,A,0.51,A,3.72,A,0.88,A,0.08,A,0.85,A,0.93,A,7.096,A,1.14,D*
CF002,1,"GSLOOK",2010,2009-11-03 14:45:00,4663,F,2.27,A,7.6,A,40.5,A,19.50,A,2.27,A,8.19,A,0.028,A,0.024,A,0.004,D,0.009,A,0.13,A,0.03,A,0.02,D*,0.10,D,,N,,N,0.013,A,0.000,*,2.39,A,0.50,A,3.70,A,0.86,A,0.08,A,0.90,A,1.53,A,6.774,A,1.13,D*
CF002,1,"GSLOOK",2010,2009-11-24 15:30:00,4674,F,6.73,A,7.3,A,33.4,A,16.67,A,3.69,A,7.45,A,0.028,A,0.021,A,0.007,D,0.010,A,0.10,A,0.06,A,0.05,D,0.04,D,,N,,N,0.012,A,0.003,A,2.10,A,0.41,A,3.07,A,0.69,A,0.09,A,0.83,A,1.41,A,6.721,A,1.16,D
CF002,1,"GSLOOK",2010,2009-12-15 15:45:00,4686,P,6.43,E,7.4,A,30.9,A,15.54,A,9.11,A,5.63,A,0.026,A,0.017,A,0.009,D,0.007,A,0.09,A,0.03,A,0.03,D*,0.06,D,,N,,N,0.000,*,0.000,*,2.05,A,0.37,A,2.84,A,0.71,A,0.09,A,0.82,A,0.90,A,4.747,Q,1.14,D*
CF002,1,"GSLOOK",2010,2010-01-05 13:00:00,4697,F,20.79,A,7.4,A,27.8,A,14.12,A,60.82,A,6.92,A,0.035,A,0.026,A,0.009,D,0.010,A,0.12,A,0.09,A,0.06,D,0.03,D,,N,,N,0.014,A,0.020,A,1.85,A,0.37,A,2.67,A,0.55,A,0.09,A,0.76,A,1.13,A,7.585,A,1.16,D
CF002,1,"GSLOOK",2010,2010-01-26 18:00:00,4708,F,16.45,A,7.4,A,28.7,A,14.54,A,36.65,A,7.18,A,0.032,A,0.025,A,0.007,D,0.013,A,0.08,A,0.07,A,0.04,D,0.01,D,,N,,N,0.012,A,0.020,A,1.83,A,0.35,A,2.65,A,0.46,A,0.09,A,0.71,A,0.91,A,7.313,A,1.23,D
CF002,1,"GSLOOK",2010,2010-02-16 19:05:00,4719,F,8.28,A,7.5,A,31.3,A,16.04,A,10.50,A,7.71,A,0.036,A,0.026,A,0.010,D,0.013,A,0.09,A,0.07,A,0.04,D,0.02,D,,N,,N,0.028,A,0.005,A,1.99,A,0.38,A,2.92,A,0.50,A,0.09,A,0.71,A,0.85,A,6.844,A,1.22,D
CF002,1,"GSLOOK",2010,2010-03-08 16:55:00,4731,F,7.05,A,7.5,A,30.5,A,15.75,A,9.76,A,7.76,A,0.030,A,0.022,A,0.008,D,0.009,A,0.06,A,0.06,A,0.05,D*,0.00,D,,N,,N,0.006,*,0.000,*,1.88,A,0.38,A,2.94,A,0.58,A,0.09,A,0.83,A,0.80,A,6.399,A,1.20,D*
CF002,1,"GSLOOK",2010,2010-03-30 16:10:00,4742,F,9.99,A,7.5,A,30.4,A,15.50,A,12.13,A,7.53,A,0.031,A,0.020,A,0.011,D,0.008,A,0.07,A,0.05,A,0.04,D*,0.02,D,,N,,N,0.006,*,0.000,*,1.90,A,0.38,A,2.92,A,0.58,A,0.09,A,0.81,A,0.95,A,6.341,A,1.18,D*
CF002,1,"GSLOOK",2010,2010-04-21 08:45:00,4753,F,15.34,A,7.4,A,29.1,A,14.96,A,8.77,A,7.35,A,0.030,A,0.023,A,0.007,D,0.008,A,0.05,A,0.04,A,0.03,D,0.01,D,,N,,N,0.012,A,0.002,A,1.78,A,0.36,A,2.78,A,0.55,A,0.09,A,0.74,A,0.83,A,7.235,A,1.20,D
CF002,1,"GSLOOK",2010,2010-05-11 18:40:00,4764,F,12.31,A,7.5,A,27.8,A,14.37,A,7.74,A,6.93,A,0.022,A,0.010,A,0.012,D,0.006,A,0.07,A,0.05,A,0.04,D*,0.02,D,,N,,N,0.014,A,0.000,*,1.66,A,0.35,A,2.61,A,0.53,A,0.08,A,0.67,A,0.80,A,6.524,A,1.22,D*
CF002,1,"GSLOOK",2010,2010-06-01 14:45:00,4775,F,8.81,A,7.4,A,28.2,A,14.71,A,6.78,A,7.11,A,0.018,A,0.011,A,0.007,D,0.008,A,0.07,A,0.04,A,0.04,D*,0.03,D,,N,,N,0.005,*,0.000,*,1.70,A,0.35,A,2.67,A,0.56,A,0.08,A,0.66,A,0.92,A,6.872,A,1.21,D*
CF002,1,"GSLOOK",2010,2010-06-22 12:35:00,4787,F,19.47,A,7.4,A,29.4,A,15.08,A,10.77,A,7.03,A,0.024,A,0.012,A,0.012,D,0.008,A,0.08,A,0.03,A,0.02,D*,0.05,D,,N,,N,0.008,*,0.000,*,1.68,A,0.36,A,2.76,A,0.56,A,0.08,A,0.64,A,0.91,A,8.040,A,1.22,D*
CF002,1,"GSLOOK",2010,2010-07-13 14:05:00,4798,F,3.33,A,7.6,A,36.0,A,18.92,A,4.22,A,8.64,A,0.018,A,0.016,A,0.002,D,0.010,A,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.013,A,0.001,*,2.07,A,0.47,A,3.42,A,0.58,A,0.08,A,0.74,A,0.99,A,6.963,A,1.26,D*
CF002,1,"GSLOOK",2010,2010-08-02 15:45:00,4809,F,1.72,A,7.6,A,39.1,A,20.15,A,2.23,A,9.13,A,0.016,A,0.012,A,0.004,D,0.010,A,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.001,*,0.000,*,2.21,A,0.50,A,3.70,A,0.71,A,0.08,A,0.80,A,1.00,A,6.620,A,1.22,D*
CF002,1,"GSLOOK",2010,2010-08-25 10:40:00,4820,F,1.31,A,7.6,A,40.3,A,20.87,A,7.15,A,9.23,A,0.021,A,0.015,A,0.006,D,0.008,A,0.08,A,0.05,A,0.05,D*,0.03,D,,N,,N,0.000,*,0.000,*,2.44,A,0.52,A,3.65,A,0.76,A,0.07,A,0.82,A,0.96,A,7.450,A,1.22,D*
CF002,1,"GSLOOK",2010,2010-09-14 10:40:00,4831,F,1.06,A,7.6,A,39.5,A,20.79,A,4.33,A,8.94,A,0.019,A,0.014,A,0.005,D,0.010,A,0.05,A,0.03,A,0.03,D*,0.02,D,,N,,N,0.002,*,0.000,*,2.42,A,0.48,A,3.71,A,0.76,A,0.08,A,1.10,A,0.94,A,6.436,A,1.24,D*
CF002,1,"GSLOOK",2011,2010-10-05 12:45:00,4842,F,1.52,A,7.5,A,40.8,A,21.17,A,5.55,A,8.88,A,0.021,A,0.012,A,0.009,D,0.009,A,0.07,A,0.04,A,0.04,D*,0.03,D,,N,,N,0.003,*,0.001,*,2.53,A,0.53,A,3.97,A,0.85,A,0.07,A,0.83,A,1.27,A,6.819,A,1.15,D*
CF002,1,"GSLOOK",2011,2010-10-25 15:15:00,4854,P,1.87,A,7.6,A,41.3,A,21.29,A,1.47,A,8.85,A,0.016,A,0.014,A,0.002,D,0.011,A,0.04,A,0.01,*,0.01,D*,0.03,D*,,N,,N,0.005,*,0.000,*,2.49,A,0.53,A,3.97,A,0.88,A,0.08,A,0.79,A,0.84,A,5.048,Q,1.16,D*
CF002,1,"GSLOOK",2011,2010-11-17 13:35:00,4865,F,9.37,A,7.5,A,33.4,A,17.12,A,1.82,A,7.54,A,0.014,A,0.014,A,0.000,D,0.011,A,0.10,A,0.07,A,0.04,D,0.03,D,,N,,N,0.018,A,0.009,A,2.14,A,0.44,A,3.27,A,0.71,A,0.08,A,0.96,A,1.15,A,7.091,A,1.15,D
CF002,1,"GSLOOK",2011,2010-12-07 16:35:00,4876,F,14.77,A,7.5,A,31.6,A,16.25,A,4.85,A,7.45,A,0.023,A,0.012,A,0.011,D,0.011,A,0.10,A,0.04,A,0.03,D*,0.06,D,,N,,N,0.015,A,0.000,*,2.07,A,0.40,A,3.05,A,0.64,A,0.09,A,0.76,A,0.96,A,6.440,A,1.15,D*
CF002,1,"GSLOOK",2011,2010-12-28 17:20:00,4887,F,27.77,A,7.3,A,28.7,A,14.46,A,7.43,A,7.02,A,0.024,A,0.014,A,0.010,D,0.012,A,0.08,Q,0.12,Q,0.10,DQ,0.00,DQ,,N,,N,0.014,A,0.005,A,1.87,A,0.37,A,2.66,A,0.57,A,0.08,A,0.70,A,0.92,A,9.172,A,1.16,D
CF002,1,"GSLOOK",2011,2011-01-18 16:40:00,4898,N,35.19,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,1,"GSLOOK",2011,2011-02-09 10:25:00,4910,F,13.96,A,7.3,A,30.1,A,14.37,A,3.48,A,7.35,A,0.016,A,0.013,A,0.003,D,0.012,A,0.05,A,0.04,A,0.02,D*,0.01,D,,N,,N,0.009,*,0.007,A,1.87,A,0.36,A,2.70,A,0.62,A,0.08,A,0.64,A,0.68,A,7.888,A,1.13,D*
CF002,1,"GSLOOK",2011,2011-03-01 14:50:00,4921,P,5.84,A,7.3,A,30.8,A,15.08,A,1.95,A,7.60,A,0.016,A,0.013,A,0.003,D,0.011,A,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.004,*,0.000,*,1.93,A,0.36,A,2.92,A,0.67,A,0.09,A,0.68,A,0.69,A,6.063,Q,1.11,D*
CF002,1,"GSLOOK",2011,2011-03-23 09:37:00,4932,F,19.61,A,7.4,A,29.7,A,14.87,A,3.18,A,7.67,A,0.020,A,0.015,A,0.005,D,0.014,A,0.04,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.010,*,0.000,*,1.97,A,0.35,A,2.81,A,0.61,A,0.09,A,0.67,A,0.84,A,8.259,A,1.13,D*
CF002,1,"GSLOOK",2011,2011-04-13 12:55:00,4943,F,23.27,A,7.4,A,28.0,A,14.21,A,2.77,A,7.11,A,0.017,A,0.013,A,0.004,D,0.011,A,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.012,A,0.000,*,1.80,A,0.34,A,2.64,A,0.65,A,0.09,A,0.62,A,0.75,A,9.298,A,1.13,D*
CF002,1,"GSLOOK",2011,2011-05-02 14:35:00,4954,F,19.25,A,7.4,A,27.8,A,13.96,A,6.26,A,6.97,A,0.017,A,0.012,A,0.005,D,0.011,A,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.010,*,0.000,*,1.83,A,0.32,A,2.58,A,0.81,A,0.09,A,0.62,A,0.77,A,7.924,A,1.07,D*
CF002,1,"GSLOOK",2011,2011-05-25 15:25:00,4966,F,15.60,A,7.2,A,26.1,A,13.17,A,1.08,A,6.54,A,0.013,A,0.008,A,0.005,D,0.009,A,0.04,A,0.02,A,0.01,D*,0.02,D,,N,,N,0.009,*,0.000,*,1.66,A,0.30,A,2.41,A,0.79,A,0.08,A,0.63,A,0.71,A,8.230,A,1.08,D*
CF002,1,"GSLOOK",2011,2011-06-14 14:25:00,4977,F,15.13,A,7.4,A,26.4,A,13.29,A,1.42,A,6.45,A,0.011,A,0.008,A,0.003,D,0.007,A,0.04,A,0.02,A,0.00,D*,0.02,D,,N,,N,0.017,A,0.001,*,1.68,A,0.31,A,2.46,A,0.80,A,0.08,A,0.67,A,0.81,A,7.188,A,1.07,D*
CF002,1,"GSLOOK",2011,2011-07-05 14:20:00,4988,F,6.26,A,7.4,A,29.1,A,14.21,A,2.75,A,6.96,A,0.013,A,0.008,A,0.005,D,0.007,A,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.014,A,0.000,*,1.81,A,0.39,A,2.78,A,0.87,A,0.07,A,0.93,A,0.83,A,7.638,A,1.05,D*
CF002,1,"GSLOOK",2011,2011-07-26 09:20:00,5000,F,2.73,A,7.6,A,34.6,A,17.58,A,1.74,A,8.16,A,0.017,A,0.011,A,0.006,D,0.009,A,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.008,*,0.000,*,2.18,A,0.48,A,3.29,A,1.03,A,0.07,A,0.64,A,0.96,A,7.578,A,1.05,D*
CF002,1,"GSLOOK",2011,2011-08-16 13:40:00,5011,F,1.79,A,7.6,A,37.6,A,18.87,A,1.90,A,8.80,A,0.017,A,0.012,A,0.005,D,0.010,A,0.08,A,0.02,A,0.02,D*,0.06,D,,N,,N,0.005,*,0.000,*,2.43,A,0.54,A,3.57,A,1.11,A,0.07,A,0.65,A,0.81,A,7.667,A,1.03,D*
CF002,1,"GSLOOK",2011,2011-09-06 09:45:00,5022,F,1.24,A,7.5,A,37.9,A,20.08,A,1.62,A,8.95,A,0.015,A,0.013,A,0.002,D,0.009,A,0.04,A,0.03,A,0.01,D,0.01,D,,N,,N,0.021,A,0.003,A,2.52,A,0.55,A,3.64,A,1.16,A,0.07,A,0.70,A,1.11,A,7.666,A,1.06,D
CF002,1,"GSLOOK",2011,2011-09-27 12:45:00,5033,F,1.08,A,7.5,A,39.3,A,20.33,A,0.77,A,9.07,A,0.015,A,0.013,A,0.002,D,0.009,A,0.04,A,0.03,A,0.02,D,0.01,D,,N,,N,0.013,A,0.002,A,2.57,A,0.52,A,3.72,A,1.18,A,0.07,A,0.77,A,1.09,A,7.576,A,1.06,D
CF002,1,"GSLOOK",2012,2011-10-18 13:15:00,5044,F,1.43,A,7.5,A,38.9,A,19.87,A,1.31,A,8.79,A,0.016,A,0.012,A,0.004,D,0.010,A,0.06,A,0.04,A,0.02,D*,0.02,D,,N,,N,0.021,A,0.001,*,2.51,A,0.48,A,3.71,A,1.20,A,0.08,A,0.84,A,1.20,A,7.347,A,1.05,D*
CF002,1,"GSLOOK",2012,2011-11-08 18:22:00,5056,F,1.26,E,7.5,A,39.0,A,20.04,A,0.62,A,8.62,A,0.016,A,0.013,A,0.003,D,0.012,A,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.001,*,2.47,A,0.44,A,3.68,A,1.22,A,0.09,A,0.83,A,0.80,A,7.145,A,1.07,D*
CF002,1,"GSLOOK",2012,2011-11-29 15:15:00,5067,F,8.09,A,7.4,A,33.9,A,17.04,A,7.51,A,7.64,A,0.017,A,0.015,A,0.002,D,0.010,A,0.08,A,0.07,A,0.04,D*,0.01,D,,N,,N,0.009,*,0.023,A,2.10,A,0.39,A,3.25,A,1.02,A,0.09,A,0.81,A,1.23,A,7.091,A,1.07,D*
CF002,1,"GSLOOK",2012,2011-12-20 13:40:00,5078,F,3.86,A,7.4,A,31.3,A,16.00,A,3.46,A,7.40,A,0.017,A,0.008,A,0.009,D,0.006,A,0.09,A,0.02,A,0.02,D*,0.07,D,,N,,N,0.005,*,0.000,*,1.93,A,0.36,A,2.94,A,0.94,A,0.09,A,0.69,A,0.68,A,6.329,A,1.09,D*
CF002,1,"GSLOOK",2012,2012-01-10 14:58:00,5089,P,23.52,A,7.2,A,27.2,A,14.04,A,60.84,A,6.68,A,0.046,A,0.013,A,0.033,D,0.008,A,0.13,A,0.08,A,0.05,D*,0.05,D,,N,,N,0.009,*,0.023,A,1.73,A,0.34,A,2.65,A,0.80,A,0.08,A,0.65,A,1.32,A,9.398,Q,1.08,D*
CF002,1,"GSLOOK",2012,2012-01-31 16:45:00,5100,F,37.59,A,7.3,A,25.2,A,13.21,A,53.13,A,6.72,A,0.031,A,0.014,A,0.017,D,0.011,A,0.09,A,0.03,A,0.01,D,0.06,D,,N,,N,0.013,A,0.011,A,1.74,A,0.30,A,2.48,A,0.74,A,0.09,A,0.56,A,0.99,A,12.385,A,1.07,D
CF002,1,"GSLOOK",2012,2012-02-21 16:05:00,5112,F,8.38,A,7.4,A,28.6,A,14.71,A,0.96,A,7.47,A,0.013,A,0.012,A,0.001,D,0.010,A,0.03,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.003,A,1.94,A,0.36,A,2.72,A,0.83,A,0.09,A,0.61,A,0.73,A,6.911,A,1.07,D*
CF002,1,"GSLOOK",2012,2012-03-11 15:20:00,5123,F,15.89,A,7.4,A,28.4,A,14.54,A,2.10,A,7.36,A,0.015,A,0.013,A,0.002,D,0.011,A,0.05,A,0.02,A,0.01,D*,0.03,D,,N,,N,0.007,*,0.001,*,1.90,A,0.35,A,2.73,A,0.84,A,0.09,A,0.66,A,0.69,A,6.531,A,1.06,D*
CF002,1,"GSLOOK",2012,2012-04-03 07:50:00,5135,F,40.90,E,7.4,A,26.9,A,14.42,A,32.57,A,7.01,A,0.019,A,0.014,A,0.005,D,0.010,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.000,*,0.000,*,1.79,A,0.33,A,2.59,A,0.76,A,0.09,A,0.62,A,0.87,A,11.063,A,1.12,D*
CF002,1,"GSLOOK",2012,2012-04-24 15:45:00,5146,F,26.31,E,7.4,A,24.9,A,13.42,A,7.02,A,6.66,A,0.012,A,0.010,A,0.002,D,0.008,A,0.03,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.002,A,1.66,A,0.34,A,2.45,A,0.75,A,0.08,A,0.56,A,0.69,A,8.319,A,1.09,D*
CF002,1,"GSLOOK",2012,2012-05-15 15:40:00,5157,F,19.76,A,7.3,A,24.9,A,13.33,A,2.71,A,6.66,A,0.012,A,0.009,A,0.003,D,0.007,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.000,*,1.64,A,0.29,A,2.37,A,0.76,A,0.08,A,0.54,A,0.77,A,6.959,A,1.11,D*
CF002,1,"GSLOOK",2012,2012-06-05 15:30:00,5169,F,8.28,A,7.4,A,28.5,A,14.54,A,1.26,A,7.12,A,0.012,A,0.010,A,0.002,D,0.008,A,0.03,A,0.01,*,0.00,D*,0.02,D*,,N,,N,0.006,A,0.001,*,1.80,A,0.35,A,2.65,A,0.85,A,0.07,A,0.53,A,0.83,A,6.772,A,1.07,D*
CF002,1,"GSLOOK",2012,2012-06-27 13:05:00,5180,F,8.08,A,7.5,A,31.0,A,15.83,A,1.01,A,7.69,A,0.014,A,0.011,A,0.003,D,0.008,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.000,*,1.99,A,0.39,A,2.92,A,0.93,A,0.08,A,0.55,A,0.82,A,7.142,A,1.06,D*
CF002,1,"GSLOOK",2012,2012-07-18 10:20:00,5191,F,3.57,A,7.5,A,34.3,A,17.77,A,0.80,A,8.33,A,0.012,A,0.011,A,0.001,D,0.010,A,0.05,A,0.00,*,0.00,D*,0.05,D*,,N,,N,0.005,*,0.001,*,2.19,A,0.47,A,3.22,A,1.02,A,0.08,A,0.58,A,0.95,A,7.033,A,1.07,D*
CF002,1,"GSLOOK",2012,2012-08-07 16:25:00,5202,F,1.92,A,7.5,A,37.3,A,18.92,A,0.43,A,8.96,A,0.016,A,0.013,A,0.003,D,0.011,A,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.002,*,0.000,*,2.46,A,0.53,A,3.49,A,1.13,A,0.07,A,0.65,A,1.06,A,6.766,A,1.04,D*
CF002,1,"GSLOOK",2012,2012-08-28 13:25:00,5214,F,1.32,A,7.5,A,39.0,A,20.25,A,0.44,A,9.23,A,0.014,A,0.013,A,0.001,D,0.013,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.000,*,2.45,A,0.55,A,3.73,A,1.17,A,0.07,A,0.67,A,1.05,A,6.746,A,1.06,D*
CF002,1,"GSLOOK",2012,2012-09-18 11:15:00,5225,F,1.02,A,7.6,A,39.1,A,20.62,A,0.83,A,9.02,A,0.014,A,0.012,A,0.002,D,0.012,A,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.000,*,2.51,A,0.52,A,3.53,A,1.21,A,0.08,A,0.71,A,0.94,A,6.769,A,1.10,D*
CF002,1,"GSLOOK",2013,2012-10-08 16:45:00,5236,F,0.86,A,7.6,A,39.0,A,20.67,A,0.28,A,8.99,A,0.010,A,0.012,A,0.000,D,0.013,A,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.005,*,0.000,*,2.54,A,0.50,A,3.62,A,1.23,A,0.08,A,0.74,A,0.89,A,6.271,A,1.09,D*
CF002,1,"GSLOOK",2013,2012-10-30 18:45:00,5247,F,5.69,A,7.5,A,37.0,A,19.04,A,2.08,A,8.21,A,0.013,A,0.009,A,0.004,D,0.009,A,0.07,A,0.05,A,0.05,D*,0.02,D,,N,,N,0.000,*,0.003,A,2.33,A,0.49,A,3.62,A,1.16,A,0.08,A,0.74,A,1.36,A,7.072,A,1.04,D*
CF002,1,"GSLOOK",2013,2012-11-19 13:50:00,5258,F,6.71,A,7.4,A,32.1,A,16.71,A,0.59,A,7.67,A,0.010,A,0.012,A,0.000,D,0.007,A,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.003,*,0.001,*,2.09,A,0.44,A,3.06,A,0.97,A,0.09,A,0.64,A,1.14,A,6.031,A,1.07,D*
CF002,1,"GSLOOK",2013,2012-12-12 09:45:00,5269,F,44.87,A,7.2,A,27.4,A,14.12,A,49.06,A,6.84,A,0.028,A,0.009,A,0.019,D,0.006,A,0.08,A,0.07,A,0.07,D*,0.01,D,,N,,N,0.002,*,0.001,*,1.78,A,0.38,A,2.64,A,0.79,A,0.08,A,0.54,A,1.18,A,11.171,A,1.07,D*
CF002,1,"GSLOOK",2013,2013-01-01 16:20:00,5281,F,11.65,A,7.4,A,30.5,A,15.52,A,0.74,A,7.93,A,0.014,A,0.014,A,0.000,D,0.011,A,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.004,*,0.001,*,1.94,A,0.35,A,2.92,A,0.89,A,0.09,A,0.59,A,0.73,A,5.934,A,1.07,D*
CF002,1,"GSLOOK",2013,2013-01-23 15:25:00,5292,P,10.78,A,7.4,A,29.8,A,15.71,A,7.99,A,7.78,A,0.021,A,0.008,A,0.013,D,0.008,A,0.10,A,0.02,A,0.02,D*,0.08,D,,N,,N,0.001,*,0.000,*,1.96,A,0.35,A,2.78,A,0.86,A,0.10,A,0.62,A,0.81,A,4.377,Q,1.11,D*
CF002,1,"GSLOOK",2013,2013-02-13 15:10:00,5303,F,14.45,A,7.4,A,28.8,A,14.83,A,1.85,A,7.56,A,0.013,A,0.011,A,0.002,D,0.011,A,0.03,A,0.01,*,0.00,D*,0.02,D*,,N,,N,0.007,*,0.000,*,1.84,A,0.33,A,2.69,A,0.84,A,0.09,A,0.57,A,0.70,A,6.221,A,1.09,D*
CF002,1,"GSLOOK",2013,2013-03-06 13:05:00,5314,F,10.45,A,7.4,A,29.6,A,15.50,A,0.42,A,7.68,A,0.011,A,0.012,A,0.000,D,0.010,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.005,*,0.000,*,1.98,A,0.35,A,2.78,A,0.87,A,0.09,A,0.59,A,0.70,A,6.190,A,1.09,D*
CF002,1,"GSLOOK",2013,2013-03-26 11:45:00,5325,F,11.14,A,7.4,A,28.2,A,14.83,A,0.78,A,7.24,A,0.011,A,0.009,A,0.002,D,0.009,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.000,*,1.88,A,0.34,A,2.68,A,0.83,A,0.08,A,0.58,A,0.78,A,5.922,A,1.09,D*
CF002,1,"GSLOOK",2013,2013-04-15 16:35:00,5337,F,15.83,A,7.4,A,26.7,A,13.67,A,2.42,A,6.76,A,0.011,A,0.008,A,0.003,D,0.006,A,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.008,*,0.000,*,1.71,A,0.34,A,2.54,A,0.79,A,0.08,A,0.56,A,0.85,A,5.977,A,1.07,D*
CF002,1,"GSLOOK",2013,2013-05-08 16:00:00,5348,F,9.45,A,7.4,A,28.2,A,14.83,A,1.69,A,7.09,A,0.010,A,0.010,A,0.000,D,0.006,A,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.005,*,0.000,*,1.77,A,0.36,A,2.64,A,0.83,A,0.07,A,0.53,A,0.71,A,6.717,A,1.10,D*
CF002,1,"GSLOOK",2013,2013-05-28 16:10:00,5359,F,5.30,A,7.4,A,29.8,A,15.79,A,0.84,A,7.47,A,0.014,A,0.012,A,0.002,D,0.009,A,0.08,A,0.06,A,0.04,D*,0.02,D,,N,,N,0.016,A,0.001,*,1.90,A,0.41,A,2.85,A,0.89,A,0.08,A,0.53,A,0.82,A,6.413,A,1.09,D*
CF002,1,"GSLOOK",2013,2013-06-18 13:35:00,5370,F,6.12,A,7.4,A,31.8,A,16.83,A,0.94,A,7.77,A,0.014,A,0.012,A,0.002,D,0.008,A,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.006,*,0.000,*,1.98,A,0.43,A,2.98,A,0.92,A,0.07,A,0.56,A,0.74,A,6.372,A,1.11,D*
